,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (mm),Total Precip (mm),Winter,Summer,Spring,Fall
1918,2018,9,14,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
726,2017,4,13,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
404,1981,2,1,-2.1,45.4,195.0,66.2,1.0,0.0,0.0,0.0
133,2014,1,22,-18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2375,1980,10,1,7.0,88.7,0.0,88.7,0.0,0.0,0.0,1.0
2806,2013,12,7,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1006,2015,5,23,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
264,2017,2,23,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2139,1955,9,1,15.8,30.7,0.0,30.7,0.0,0.0,0.0,1.0
544,2015,3,28,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1394,2018,7,17,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
383,2002,2,1,-1.3,29.6,70.0,38.4,1.0,0.0,0.0,0.0
800,2014,4,29,7.0,28.0,0.0,28.0,0.0,0.0,1.0,0.0
2044,2014,9,8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,1941,3,1,-3.8,23.6,132.0,36.8,0.0,0.0,1.0,0.0
250,2018,2,9,-8.0,0.0,70.0,6.0,1.0,0.0,0.0,0.0
1894,1945,8,1,19.9,49.0,0.0,49.0,0.0,1.0,0.0,0.0
2482,2016,11,10,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2408,1947,10,1,13.5,34.3,0.0,34.3,0.0,0.0,0.0,1.0
1149,2018,6,17,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2545,2014,11,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,2017,1,17,1.0,12.0,0.0,12.0,1.0,0.0,0.0,0.0
2850,1975,12,1,-4.9,27.4,607.0,69.9,1.0,0.0,0.0,0.0
358,2014,2,14,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1526,2014,7,9,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
876,1966,4,1,4.6,29.7,180.0,52.8,0.0,0.0,1.0,0.0
1966,2016,9,26,15.0,12.0,0.0,12.0,0.0,0.0,0.0,1.0
1824,2013,8,3,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1563,2013,7,3,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,2017,6,17,24.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0
1662,2018,8,10,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,2018,1,1,-15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
321,2015,2,23,-18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2434,2017,11,28,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2420,2018,11,12,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
521,2016,3,20,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1520,2014,7,15,20.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
2045,2014,9,7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2345,2010,10,1,10.2,56.8,4.0,57.2,0.0,0.0,0.0,1.0
154,2014,1,1,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,2015,1,25,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
861,1981,4,1,7.6,49.3,4.0,49.7,0.0,0.0,1.0,0.0
1271,2014,6,15,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
907,2018,5,29,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,2016,1,8,-1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
1670,2018,8,2,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1308,2009,6,1,17.5,70.2,0.0,70.2,0.0,1.0,0.0,0.0
766,2016,4,3,-4.0,0.0,100.0,9.0,0.0,0.0,1.0,0.0
680,2018,4,29,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
435,1950,2,1,-6.6,5.6,665.0,72.1,1.0,0.0,0.0,0.0
461,2018,3,18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1655,2018,8,17,25.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0
1639,1939,7,1,20.9,39.4,0.0,39.4,0.0,1.0,0.0,0.0
2333,2013,10,10,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1504,2014,7,31,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,2016,2,12,-10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
1448,2016,7,25,27.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0
2137,1957,9,1,15.9,96.8,0.0,96.8,0.0,0.0,0.0,1.0
1738,2015,8,27,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2210,2017,10,9,18.0,12.0,0.0,12.0,0.0,0.0,0.0,1.0
1400,2018,7,11,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
932,2018,5,4,17.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0
2867,1958,12,1,-7.0,1.3,241.0,25.4,1.0,0.0,0.0,0.0
875,1967,4,1,6.1,85.1,140.0,99.1,0.0,0.0,1.0,0.0
899,1943,4,1,2.8,50.8,58.0,56.6,0.0,0.0,1.0,0.0
1624,1954,7,1,20.1,18.3,0.0,18.3,0.0,1.0,0.0,0.0
1217,2016,6,9,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
780,2015,4,19,8.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2058,2013,9,24,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2466,2016,11,26,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
369,2014,2,3,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1389,2018,7,22,20.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0
1533,2014,7,2,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1057,2014,5,3,10.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
2242,2016,10,8,13.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
2340,2013,10,3,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1932,2017,9,30,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2657,1937,11,1,3.3,33.8,0.0,33.8,0.0,0.0,0.0,1.0
2856,1969,12,1,-6.3,18.8,505.0,61.2,1.0,0.0,0.0,0.0
1916,2018,9,16,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1653,2018,8,19,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2114,1980,9,1,15.0,53.1,0.0,53.1,0.0,0.0,0.0,1.0
2015,2015,9,7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1615,1963,7,1,21.4,73.7,0.0,73.7,0.0,1.0,0.0,0.0
1449,2016,7,24,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1062,2011,5,1,14.1,142.0,0.0,142.0,0.0,0.0,1.0,0.0
1544,2013,7,22,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
485,2017,3,25,3.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0
623,1993,3,1,-2.0,6.6,280.0,31.0,0.0,0.0,1.0,0.0
2321,2013,10,22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2265,2015,10,16,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1648,2018,8,24,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1437,2017,7,5,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2813,2012,12,1,0.8,43.2,162.0,58.4,1.0,0.0,0.0,0.0
2269,2015,10,12,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2650,1944,11,1,3.3,30.5,122.0,42.7,0.0,0.0,0.0,1.0
1550,2013,7,16,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13,2018,1,18,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
338,2015,2,6,-9.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
940,2017,5,27,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
470,2018,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1478,2015,7,26,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1770,2014,8,26,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,2017,1,7,-11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
606,2010,3,1,4.4,62.6,0.0,62.6,0.0,0.0,1.0,0.0
46,2017,1,16,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1669,2018,8,3,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2673,2017,12,16,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2467,2016,11,25,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1640,1938,7,1,21.8,63.2,0.0,63.2,0.0,1.0,0.0,0.0
2372,1983,10,1,8.9,71.8,0.0,71.8,0.0,0.0,0.0,1.0
175,1993,1,1,-4.0,43.1,272.0,70.6,1.0,0.0,0.0,0.0
1464,2016,7,9,23.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
732,2017,4,7,2.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0
1420,2017,7,22,22.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
1454,2016,7,19,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1814,2013,8,13,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
788,2015,4,11,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1055,2014,5,5,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
811,2014,4,18,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,2014,1,25,-10.0,0.0,40.0,4.0,1.0,0.0,0.0,0.0
2852,1973,12,1,-4.5,37.8,455.0,76.5,1.0,0.0,0.0,0.0
1608,1970,7,1,20.6,113.5,0.0,113.5,0.0,1.0,0.0,0.0
855,1987,4,1,8.8,43.6,50.0,49.8,0.0,0.0,1.0,0.0
2168,2018,10,20,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1977,2016,9,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1873,1966,8,1,19.4,70.4,0.0,70.4,0.0,1.0,0.0,0.0
2671,2017,12,18,-2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
577,2014,3,26,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
983,2016,5,15,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1936,2017,9,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,2017,1,6,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1658,2018,8,14,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
490,2017,3,20,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,2016,1,15,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
714,2017,4,25,8.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
2612,1982,11,1,3.9,94.0,10.0,94.8,0.0,0.0,0.0,1.0
1417,2017,7,25,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2682,2017,12,7,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1433,2017,7,9,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2433,2017,11,29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2555,2013,11,27,-4.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0
2206,2017,10,13,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,1988,2,1,-6.8,12.0,520.0,64.6,1.0,0.0,0.0,0.0
515,2016,3,26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2212,2017,10,7,22.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
1033,2014,5,27,23.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0
1156,2018,6,10,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2147,1947,9,1,16.4,37.6,0.0,37.6,0.0,0.0,0.0,1.0
1677,2017,8,26,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
559,2015,3,13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2483,2016,11,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,1952,4,1,8.4,57.9,5.0,58.4,0.0,0.0,1.0,0.0
1702,2017,8,1,23.0,13.0,0.0,13.0,0.0,1.0,0.0,0.0
799,2014,4,30,6.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0
1502,2015,7,2,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1597,1981,7,1,20.6,66.6,0.0,66.6,0.0,1.0,0.0,0.0
582,2014,3,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2226,2016,10,24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
630,1986,3,1,0.6,34.6,144.0,48.8,0.0,0.0,1.0,0.0
2875,1950,12,1,-3.5,21.8,58.0,27.7,1.0,0.0,0.0,0.0
393,1992,2,1,-3.9,23.6,100.0,35.0,1.0,0.0,0.0,0.0
98,2015,1,26,-11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
531,2016,3,10,8.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
135,2014,1,20,-10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
1659,2018,8,13,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1286,2013,6,30,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2054,2013,9,28,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,2016,2,25,-3.0,1.0,20.0,3.0,1.0,0.0,0.0,0.0
1007,2015,5,22,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025,2014,9,27,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842,2000,4,1,6.7,72.4,76.0,79.3,0.0,0.0,1.0,0.0
2358,1997,10,1,9.5,32.2,28.0,35.2,0.0,0.0,0.0,1.0
2589,2005,11,1,5.1,91.4,124.0,102.2,0.0,0.0,0.0,1.0
1410,2018,7,1,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2061,2013,9,21,15.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0
777,2015,4,22,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1139,2018,6,27,19.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
2,2018,1,29,-4.0,0.0,50.0,5.0,1.0,0.0,0.0,0.0
1720,2016,8,14,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2053,2013,9,29,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2594,2000,11,1,3.6,55.0,4.0,55.6,0.0,0.0,0.0,1.0
1403,2018,7,8,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1470,2016,7,3,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
522,2016,3,19,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1425,2017,7,17,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2641,1953,11,1,5.4,27.4,145.0,41.9,0.0,0.0,0.0,1.0
2085,2009,9,1,16.9,40.2,0.0,40.2,0.0,0.0,0.0,1.0
442,1943,2,1,-5.2,32.3,165.0,48.8,1.0,0.0,0.0,0.0
354,2014,2,18,-3.0,0.0,40.0,4.0,1.0,0.0,0.0,0.0
818,2014,4,11,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1431,2017,7,11,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
635,1981,3,1,0.0,12.4,73.0,17.8,0.0,0.0,1.0,0.0
2819,2006,12,1,1.9,60.6,16.0,62.4,1.0,0.0,0.0,0.0
1522,2014,7,13,24.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0
1949,2017,9,13,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2700,2016,12,20,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
659,1957,3,1,0.8,20.1,79.0,27.9,0.0,0.0,1.0,0.0
2022,2014,9,30,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
748,2016,4,21,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1001,2015,5,28,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
285,2017,2,2,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2754,2014,12,28,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1446,2016,7,27,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
476,2018,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
386,1999,2,1,-1.6,24.0,34.0,27.4,1.0,0.0,0.0,0.0
320,2015,2,24,-15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
721,2017,4,18,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1155,2018,6,11,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
586,2014,3,17,-10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2608,1986,11,1,1.6,27.8,142.0,44.4,0.0,0.0,0.0,1.0
486,2017,3,24,8.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0
1987,2016,9,5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2268,2015,10,13,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
913,2018,5,23,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1376,1941,6,1,19.3,75.7,0.0,75.7,0.0,1.0,0.0,0.0
1452,2016,7,21,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2126,1968,9,1,16.6,88.1,0.0,88.1,0.0,0.0,0.0,1.0
446,1939,2,1,-5.8,30.2,579.0,88.1,1.0,0.0,0.0,0.0
916,2018,5,20,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2464,2016,11,28,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2362,1993,10,1,7.9,70.0,8.0,71.0,0.0,0.0,0.0,1.0
628,1988,3,1,-0.8,21.2,24.0,23.6,0.0,0.0,1.0,0.0
1326,1991,6,1,20.0,24.4,0.0,24.4,0.0,1.0,0.0,0.0
1262,2014,6,24,23.0,13.0,0.0,13.0,0.0,1.0,0.0,0.0
2276,2015,10,5,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
511,2016,3,30,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,2016,1,19,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2323,2013,10,20,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2744,2015,12,7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1231,2015,6,25,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
825,2014,4,4,4.0,9.0,0.0,9.0,0.0,0.0,1.0,0.0
1070,2003,5,1,12.3,152.8,0.0,152.8,0.0,0.0,1.0,0.0
2291,2014,10,21,9.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
585,2014,3,18,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1321,1996,6,1,18.6,118.0,0.0,118.0,0.0,1.0,0.0,0.0
2551,2014,11,1,1.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0
1239,2015,6,17,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1314,2003,6,1,18.3,63.8,0.0,63.8,0.0,1.0,0.0,0.0
1809,2013,8,18,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
671,1945,3,1,5.1,110.7,33.0,114.0,0.0,0.0,1.0,0.0
422,1963,2,1,-9.4,1.8,130.0,13.5,1.0,0.0,0.0,0.0
2080,2013,9,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
267,2017,2,20,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2297,2014,10,15,16.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
371,2014,2,1,-2.0,0.0,110.0,12.0,1.0,0.0,0.0,0.0
843,1999,4,1,8.1,43.3,36.0,48.9,0.0,0.0,1.0,0.0
518,2016,3,23,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2675,2017,12,14,-11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1783,2014,8,13,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1584,1994,7,1,21.5,83.0,0.0,83.0,0.0,1.0,0.0,0.0
2144,1950,9,1,14.2,22.1,0.0,22.1,0.0,0.0,0.0,1.0
2182,2018,10,6,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1492,2015,7,12,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
432,1953,2,1,-2.4,11.4,246.0,36.1,1.0,0.0,0.0,0.0
558,2015,3,14,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1012,2015,5,17,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1266,2014,6,20,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1278,2014,6,8,17.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
669,1947,3,1,-2.2,24.4,224.0,46.7,0.0,0.0,1.0,0.0
1681,2017,8,22,20.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
2703,2016,12,17,-3.0,2.0,60.0,7.0,1.0,0.0,0.0,0.0
1318,1999,6,1,20.4,66.2,0.0,66.2,0.0,1.0,0.0,0.0
2548,2014,11,4,11.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
311,2016,2,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2298,2014,10,14,19.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
106,2015,1,18,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2162,2018,10,26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1397,2018,7,14,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2294,2014,10,18,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
406,1979,2,1,-10.8,12.0,276.0,33.5,1.0,0.0,0.0,0.0
2091,2003,9,1,17.0,114.2,0.0,114.2,0.0,0.0,0.0,1.0
761,2016,4,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,2014,1,14,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2639,1955,11,1,2.4,48.3,38.0,52.1,0.0,0.0,0.0,1.0
2388,1967,10,1,8.8,75.2,0.0,75.2,0.0,0.0,0.0,1.0
423,1962,2,1,-8.1,13.0,630.0,86.1,1.0,0.0,0.0,0.0
572,2014,3,31,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
699,2018,4,10,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2404,1951,10,1,9.9,60.5,0.0,60.5,0.0,0.0,0.0,1.0
1383,2018,7,28,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2204,2017,10,15,16.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0
388,1997,2,1,-3.2,62.0,164.0,78.6,1.0,0.0,0.0,0.0
2453,2017,11,9,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2751,2014,12,31,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2604,1990,11,1,4.6,38.6,16.0,39.6,0.0,0.0,0.0,1.0
529,2016,3,12,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2180,2018,10,8,13.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
125,2014,1,30,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
292,2016,2,24,1.0,21.0,30.0,24.0,1.0,0.0,0.0,0.0
578,2014,3,25,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
661,1955,3,1,-1.1,27.9,427.0,70.6,0.0,0.0,1.0,0.0
2164,2018,10,24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2354,2001,10,1,10.6,108.8,0.0,108.8,0.0,0.0,0.0,1.0
1922,2018,9,10,14.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0
2756,2014,12,26,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2554,2013,11,28,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,2017,1,23,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
372,2013,2,1,-4.6,23.9,653.0,92.0,1.0,0.0,0.0,0.0
1679,2017,8,24,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
455,2018,3,24,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
835,2007,4,1,6.1,58.4,24.0,60.8,0.0,0.0,1.0,0.0
576,2014,3,27,-3.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0
1646,2018,8,26,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,1952,1,1,-4.7,23.6,437.0,67.3,1.0,0.0,0.0,0.0
1192,2017,6,4,16.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
2316,2013,10,27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1244,2015,6,12,16.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0
313,2016,2,3,9.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
329,2015,2,15,-22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,1987,1,1,-4.6,0.6,584.0,56.6,1.0,0.0,0.0,0.0
2438,2017,11,24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1049,2014,5,11,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2393,1962,10,1,10.3,90.9,74.0,98.0,0.0,0.0,0.0,1.0
587,2014,3,16,-12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2815,2010,12,1,-3.8,30.2,70.0,36.8,1.0,0.0,0.0,0.0
536,2016,3,5,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
501,2017,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1890,1949,8,1,22.0,133.9,0.0,133.9,0.0,1.0,0.0,0.0
545,2015,3,27,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1609,1969,7,1,20.1,107.4,0.0,107.4,0.0,1.0,0.0,0.0
1102,1971,5,1,11.6,34.8,0.0,34.8,0.0,0.0,1.0,0.0
1570,2008,7,1,21.5,193.2,0.0,193.2,0.0,1.0,0.0,0.0
2377,1978,10,1,8.2,56.2,0.0,56.2,0.0,0.0,0.0,1.0
2223,2016,10,27,3.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0
1171,2017,6,25,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2575,2013,11,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2181,2018,10,7,13.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
1187,2017,6,9,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
915,2018,5,21,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110,2015,1,14,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
215,1953,1,1,-2.9,26.4,168.0,43.2,1.0,0.0,0.0,0.0
